Year,Length,Title,Subject,Actor,Actress,Director,Popularity,Awards,Credits
1991,96,"Hearts of Darkness, A Filmmaker's Apocalypse",Drama,"Bottoms, Sam","Coppola, Eleanor","Bahr, Fax",72,No,"Hearts of Darkness, A Filmmaker's Apocalypse: a Bottoms, Sam and Coppola, Eleanor film’s, directed by Bahr, Fax"
1991,95,Night Gallery,Horror,"McDowall, Roddy","Crawford, Joan","Spielberg, Steven",31,No,"Night Gallery: a McDowall, Roddy and Crawford, Joan film’s, directed by Spielberg, Steven"
1991,158,Until the End of the World,Drama,"Hurt, William","Dommartin, Solveig","Wenders, Wim",57,No,"Until the End of the World: a Hurt, William and Dommartin, Solveig film’s, directed by Wenders, Wim"
1991,99,Delicatessen,Comedy,"Benezech, Pascal","Dougnac, Marie-Laure","Caro, Marc",78,No,"Delicatessen: a Benezech, Pascal and Dougnac, Marie-Laure film’s, directed by Caro, Marc"
1991,110,Hanover Street,Drama,"Ford, Harrison","Down, Lesley-Anne","Hyams, Peter",81,No,"Hanover Street: a Ford, Harrison and Down, Lesley-Anne film’s, directed by Hyams, Peter"
1991,102,Hunchback,Drama,"Hopkins, Anthony","Down, Lesley-Anne","Tuchner, Michael",33,No,"Hunchback: a Hopkins, Anthony and Down, Lesley-Anne film’s, directed by Tuchner, Michael"
1991,86,Blind Man's Bluff,Mystery,"Urich, Robert","Eilbacher, Lisa","Quinn, James",64,No,"Blind Man's Bluff: a Urich, Robert and Eilbacher, Lisa film’s, directed by Quinn, James"
1991,106,Not Without My Daughter,Drama,"Molina, Alfred","Field, Sally","Gilbert, Brian",55,No,"Not Without My Daughter: a Molina, Alfred and Field, Sally film’s, directed by Gilbert, Brian"
1991,104,Hear My Song,Drama,"Dunbar, Adrian","Fitzgerald, Tara","Chelsom, Peter",72,No,"Hear My Song: a Dunbar, Adrian and Fitzgerald, Tara film’s, directed by Chelsom, Peter"
1991,,Coming Home,Drama,"Voight, Jon","Fonda, Jane",,1,Yes,
1991,118,"Silence of the Lambs, The",Mystery,"Hopkins, Anthony","Foster, Jodie","Demme, Jonathan",8,Yes,"Silence of the Lambs, The: a Hopkins, Anthony and Foster, Jodie film’s, directed by Demme, Jonathan"
1991,,Why Me?,Comedy,"Lambert, Christopher","Greist, Kim",,74,No,
1991,76,Slumber Party Massacre III,Horror,"Christian, Keely","Grye, Brittain",,40,No,
1991,136,Terminator 2,Action,"Schwarzenegger, Arnold","Hamilton, Linda","Cameron, James",8,No,"Terminator 2: a Schwarzenegger, Arnold and Hamilton, Linda film’s, directed by Cameron, James"
1991,186,At Play in the Fields of the Lord,Drama,"Berenger, Tom","Hannah, Daryl","Babenco, Hector",81,No,"At Play in the Fields of the Lord: a Berenger, Tom and Hannah, Daryl film’s, directed by Babenco, Hector"
1991,96,Intimate Stranger,Mystery,"Russo, James","Harry, Deborah","Holzman, Allan",23,No,"Intimate Stranger: a Russo, James and Harry, Deborah film’s, directed by Holzman, Allan"
1991,115,Deceived,Mystery,"Heard, John","Hawn, Goldie",,55,No,
1991,132,"Sea of Grass, The",Western,"Tracy, Spencer","Hepburn, Katharine","Kazan, Elia",75,No,"Sea of Grass, The: a Tracy, Spencer and Hepburn, Katharine film’s, directed by Kazan, Elia"
1991,101,Adam's Rib,Comedy,"Tracy, Spencer","Hepburn, Katharine",,62,No,
1991,116,Boom Town,Drama,"Tracy, Spencer","Hepburn, Katharine",,73,No,
1991,145,Dragon Seed,Drama,"Tracy, Spencer","Hepburn, Katharine",,34,No,
1991,115,Little Women,Drama,"Tracy, Spencer","Hepburn, Katharine",,22,No,
1991,113,"Philadelphia Story, The",Comedy,"Tracy, Spencer","Hepburn, Katharine",,25,No,
1991,112,Without Love,Comedy,"Tracy, Spencer","Hepburn, Katharine",,66,No,
1991,113,Woman of the Year,Comedy,"Tracy, Spencer","Hepburn, Katharine",,12,No,
1991,99,Paris Trout,Drama,"Hopper, Dennis","Hershey, Barbara",,53,No,
1991,89,If Looks Could Kill,Action,"Grieco, Richard","Hunt, Linda","Wilmington, Michael",10,No,"If Looks Could Kill: a Grieco, Richard and Hunt, Linda film’s, directed by Wilmington, Michael"
1991,108,Necessary Roughness,Comedy,"Bakula, Scott","Ireland, Kathy","Dragoti, Stan",60,No,"Necessary Roughness: a Bakula, Scott and Ireland, Kathy film’s, directed by Dragoti, Stan"
1991,83,Strictly Business,Comedy,"Davidson, Tommy","Johnson, Anne-Marie","Hooks, Kevin",3,No,"Strictly Business: a Davidson, Tommy and Johnson, Anne-Marie film’s, directed by Hooks, Kevin"
1991,117,"Courtship of Eddie's Father, The",Comedy,"Howard, Ron","Jones, Shirley",,43,No,
1991,120,Awakenings,Drama,"De Niro, Robert","Kavner, Julie","Marshall, Penny",8,No,"Awakenings: a De Niro, Robert and Kavner, Julie film’s, directed by Marshall, Penny"
1991,60,Boxing Babes,Action,"Nichol, Robin","Lords, Traci","Dell, Stewart",9,No,"Boxing Babes: a Nichol, Robin and Lords, Traci film’s, directed by Dell, Stewart"
1991,94,Shock 'em Dead,Horror,"Donahue, Troy","Lords, Traci","Freed, Mark",31,No,"Shock 'em Dead: a Donahue, Troy and Lords, Traci film’s, directed by Freed, Mark"
1991,145,"Sophia Loren, Her Own Story",Drama,"Gavin, John","Loren, Sophia",,49,No,
1991,130,Man of La Mancha,Music,"O'Toole, Peter","Loren, Sophia",,55,No,
1991,118,Test Pilot,Drama,"Gable, Clark","Loy, Myrna",,13,No,
1991,102,Curly Sue,Comedy,"Belushi, Jim","Lynch, Kelly","Hughes, John",2,No,"Curly Sue: a Belushi, Jim and Lynch, Kelly film’s, directed by Hughes, John"
1991,118,"Madonna, Truth or Dare",Music,,Madonna,"Keshishian, Alek",54,No,
1991,40,"National Enquirer, The Untold Story",Music,"White, Vanna",Madonna,,65,No,
1991,16,"Madonna, Like a Virgin",Music,,Madonna,,63,No,
1991,113,Audrey Rose,Drama,"Hopkins, Anthony","Mason, Marsha",,62,No,
1991,144,Robin Hood: Prince of Thieves,Action,"Costner, Kevin","Mastrantonio, Mary Elizabeth","Costner, Kevin",8,No,"Robin Hood: Prince of Thieves: a Costner, Kevin and Mastrantonio, Mary Elizabeth film’s, directed by Costner, Kevin"
1991,98,Cat Chaser,Drama,"Weller, Peter","McGillis, Kelly","Ferrera, Abel",6,No,"Cat Chaser: a Weller, Peter and McGillis, Kelly film’s, directed by Ferrera, Abel"
1991,206,JFK,Drama,"Costner, Kevin","Metcalf, Laurie","Stone, Oliver",78,No,"JFK: a Costner, Kevin and Metcalf, Laurie film’s, directed by Stone, Oliver"
1991,97,New Jack City,Action,"Snipes, Wesley",Michael Michele,"Van Peebles, Mario",80,No,"New Jack City: a Snipes, Wesley and Michael Michele film’s, directed by Van Peebles, Mario"
1991,87,Scenes from a Mall,Comedy,"Allen, Woody","Midler, Bette",,8,No,
1991,240,Four American Composers,Music,"Cage, John","Monk, Meredith","Greenaway, Peter",3,No,"Four American Composers: a Cage, John and Monk, Meredith film’s, directed by Greenaway, Peter"
1991,94,Nothing But Trouble,Comedy,"Candy, John","Moore, Demi","Aykroyd, Dan",25,No,"Nothing But Trouble: a Candy, John and Moore, Demi film’s, directed by Aykroyd, Dan"
1991,108,Prisoner of Honor.,Drama,"Dreyfuss, Richard","Neilson, Catherine","Russell, Ken",58,No,"Prisoner of Honor.: a Dreyfuss, Richard and Neilson, Catherine film’s, directed by Russell, Ken"
1991,110,Star Trek VI: The Undiscovered Country,Science Fiction,"Shatner, William","Nichols, Nichelle","Meyer, Nicholas",11,No,"Star Trek VI: The Undiscovered Country: a Shatner, William and Nichols, Nichelle film’s, directed by Meyer, Nicholas"
1991,85,Circuitry Man,Action,"Metzler, Jim","Nicholson, Dana W.","Lovy, Steven",78,No,"Circuitry Man: a Metzler, Jim and Nicholson, Dana W. film’s, directed by Lovy, Steven"
1991,117,La Femme Nikita,Drama,"Karyo, Tcheky","Parillaud, Anne","Besson, Luc",6,No,"La Femme Nikita: a Karyo, Tcheky and Parillaud, Anne film’s, directed by Besson, Luc"
1991,124,"Russia House, The",Drama,"Connery, Sean","Pfeiffer, Michelle","Schepisi, Fred",3,No,"Russia House, The: a Connery, Sean and Pfeiffer, Michelle film’s, directed by Schepisi, Fred"
1991,88,Born to Ride,Action,"Stamos, John","Polo, Teri","Baker, Graham",59,No,"Born to Ride: a Stamos, John and Polo, Teri film’s, directed by Baker, Graham"
1991,119,New York Stories,Comedy,"Allen, Woody","Questel, Mae","Coppola, Francis Ford",6,No,"New York Stories: a Allen, Woody and Questel, Mae film’s, directed by Coppola, Francis Ford"
1991,60,"America's Music, Blues",Music,"Hopkins, Linda","Redd, Vi","Walton, Kip",54,No,"America's Music, Blues: a Hopkins, Linda and Redd, Vi film’s, directed by Walton, Kip"
1991,102,"Comfort of Strangers, The",Mystery,"Walken, Christopher","Richardson, Natasha","Schrader, Paul",5,No,"Comfort of Strangers, The: a Walken, Christopher and Richardson, Natasha film’s, directed by Schrader, Paul"
1991,111,Flatliners,Drama,"Sutherland, Kiefer","Roberts, Julia","Schumacher, Joel",19,No,"Flatliners: a Sutherland, Kiefer and Roberts, Julia film’s, directed by Schumacher, Joel"
1991,142,Hook,Action,"Williams, Robin","Roberts, Julia","Spielberg, Steven",4,No,"Hook: a Williams, Robin and Roberts, Julia film’s, directed by Spielberg, Steven"
1991,87,To Die Standing,Action,"De Young, Cliff","Rose, Jamie","Morneau, Louis",53,No,"To Die Standing: a De Young, Cliff and Rose, Jamie film’s, directed by Morneau, Louis"
1991,98,Another You,Comedy,"Pryor, Richard","Ruehl, Mercedes","Phillips, Maurice",75,No,"Another You: a Pryor, Richard and Ruehl, Mercedes film’s, directed by Phillips, Maurice"
1991,110,Freejack,Action,"Estevez, Emilio","Russo, Rene","Richardson, Tony",26,No,"Freejack: a Estevez, Emilio and Russo, Rene film’s, directed by Richardson, Tony"
1991,135,"Doors, The",Drama,"Kilmer, Val","Ryan, Meg","Stone, Oliver",60,No,"Doors, The: a Kilmer, Val and Ryan, Meg film’s, directed by Stone, Oliver"
1991,135,North by Northwest,Mystery,"Grant, Cary","Saint, Eva Marie","Hitchcock, Alfred",20,No,"North by Northwest: a Grant, Cary and Saint, Eva Marie film’s, directed by Hitchcock, Alfred"
1991,90,Basil The Rat,Comedy,"Cleese, John","Scales, Prunella",,9,No,
1991,80,Going Under,Comedy,"Pullman, Bill","Schaal, Wendy","Travis, Mark W.",30,No,"Going Under: a Pullman, Bill and Schaal, Wendy film’s, directed by Travis, Mark W."
1991,112,Defending Your Life,Comedy,"Brooks, Albert","Streep, Meryl","Brooks, Albert",75,No,"Defending Your Life: a Brooks, Albert and Streep, Meryl film’s, directed by Brooks, Albert"
1991,28,Kids & Pesticides,Drama,"Whyatt, Robin","Streep, Meryl",,36,No,
1991,111,"Seventh Cross, The",Drama,"Tracy, Spencer","Tandy, Jessica",,35,No,
1991,60,Super Duper Bloopers,Comedy,"Cooper, Gary","Taylor, Elizabeth",,21,No,
1991,,"Elizabeth Taylor Collection, The",Drama,"Fisher, Eddie","Taylor, Elizabeth",,21,No,
1991,117,"Last Time I Saw Paris, The",Drama,"Johnson, Van","Taylor, Elizabeth",,13,No,
1991,95,Dogfight,Action,"Phoenix, River","Taylor, Lili","Savoca, Nancy",66,No,"Dogfight: a Phoenix, River and Taylor, Lili film’s, directed by Savoca, Nancy"
1991,114,After Dark My Sweet,Mystery,"Patric, Jason","Ward, Rachel","Foley, James",33,No,"After Dark My Sweet: a Patric, Jason and Ward, Rachel film’s, directed by Foley, James"
1991,104,Doc Hollywood,Comedy,"Fox, Michael J.","Warner, Julie","Caton-Jones, Michael",64,No,"Doc Hollywood: a Fox, Michael J. and Warner, Julie film’s, directed by Caton-Jones, Michael"
1991,160,"Great Race, The",Comedy,"Moore, Dudley","Wood, Natalie","Edwards, Blake",88,No,"Great Race, The: a Moore, Dudley and Wood, Natalie film’s, directed by Edwards, Blake"
1991,144,State of Grace,Drama,"Penn, Sean","Wright, Robin","Joanou, Phil",49,No,"State of Grace: a Penn, Sean and Wright, Robin film’s, directed by Joanou, Phil"
1991,102,"Freshman, The",Comedy,"Brando, Marlon",,"Bergman, Andrew",32,No,
1991,105,"Fire, Ice & Dynamite",Action,"Moore, Roger",,"Bogner, Willy",72,No,
1991,114,Thunderbolt & Lightfoot,Action,"Eastwood, Clint",,"Cimino, Michael",16,No,
1991,87,Killer Tomatoes Strike Back,Comedy,"Astin, John",,"De Bello, John",24,No,
1991,125,"Last Hurrah, The",Drama,"Tracy, Spencer",,"Ford, John",46,No,
1991,117,Full Metal Jacket,War,"Modine, Matthew",,"Kubrick, Stanley",45,No,
1991,97,Rhapsody in August,Drama,"Gere, Richard",,"Kurosawa, Akira",50,No,
1991,95,Fury,Drama,"Tracy, Spencer",,"Lang, Fritz",48,No,
1991,130,For a Few Dollars More,Westerns,"Eastwood, Clint",,"Leone, Sergio",34,No,
1991,89,Green Glove,Drama,"Ford, Glenn",,"Mate, Rudolph",54,No,
1991,87,Father's Little Dividend,Comedy,"Tracy, Spencer",,"Minnelli, Vincente",52,No,
1991,60,"Burning Poles, Cecil Taylor in Performance",Music,"Taylor, Cecil",,"Rochlin, Sheldon",82,No,
1991,,Raging Bull,Drama,"De Niro, Robert",,"Scorsese, Martin",25,No,
1991,60,Garrison Keillor's Home,Comedy,"Keillor, Garrison",,"Sevush, Herb",6,No,
1991,193,Separate but Equal,Drama,"Poitier, Sidney",,"Stevens, George, Jr.",56,No,
1991,102,Instant Karma,Comedy,"Cassidy, David",,"Taylor, Roderick",47,No,
1991,,"Clint Eastwood Collection, The",Westerns,"Eastwood, Clint",,,11,No,
1991,,"Complete Dirty Harry, Magnum Force, The",Action,"Eastwood, Clint",,,53,No,
1991,,Tormenta Sobre Arizona,Drama,"Ford, Wallace",,,81,No,
1991,128,Inherit the Wind,Drama,"Kelly, Gene",,,18,No,
1991,98,L. A. Story,Comedy,"Martin, Steve",,,81,No,
1991,99,What about Bob?,Comedy,"Murray, Bill",,,6,No,
1991,60,"Joe Piscopo Video, The",Comedy,"Piscopo, Joe",,,44,No,
1991,80,Hollywood's Greatest War Movies,War,"Scott, George C.",,,41,No,
1991,91,Out for Justice,Action,"Seagal, Steven",,,2,No,
1991,101,I'm All Right Jack,Comedy,"Sellers, Peter",,,23,No,
1991,101,"Magic Christian, The",Comedy,"Sellers, Peter",,,75,No,
1991,121,"Pink Panther, The",Comedy,"Sellers, Peter",,,77,No,
1991,84,Two-Way Stretch,Comedy,"Sellers, Peter",,,7,No,
1991,108,Edison the Man,Drama,"Tracy, Spencer",,,19,No,
1991,101,Keeper of the Flame,Drama,"Tracy, Spencer",,,76,No,
1991,92,"Spencer Tracy Legacy, The",Comedy,"Tracy, Spencer",,,44,No,
1991,,"John Wayne Collection, Red River, The",War,"Wayne, John",,,49,No,
1991,,John Wayne Four Pack,Western,"Wayne, John",,,58,No,
1991,,"John Wayne Western Greats, Rio Bravo",Western,"Wayne, John",,,22,No,
1991,56,King of the Pecos,Western,"Wayne, John",,,78,No,
1991,52,"Lawless Frontier, The",Western,"Wayne, John",,,35,No,
1991,56,"Lawless Nineties, The",Western,"Wayne, John",,,3,No,
1991,54,Neath the Arizona Skies,Western,"Wayne, John",,,28,No,
1991,53,Randy Rides Alone,Western,"Wayne, John",,,75,No,
1991,52,Riders of Destiny,Western,"Wayne, John",,,30,No,
1991,65,Robin Williams,Comedy,"Williams, Robin",,,4,No,
1992,90,Germicide,Drama,"Taylor, Rod","Andersson, Bibi",,36,No,
1992,286,Tommy,Music,"Daltry, Roger",Ann-Margret,"Russell, Ken",5,No,"Tommy: a Daltry, Roger and Ann-Margret film’s, directed by Russell, Ken"
1992,95,Alan & Naomi,Drama,"Haas, Lukas","Aquino, Vanessa","Vanwagenen, Sterling",3,No,"Alan & Naomi: a Haas, Lukas and Aquino, Vanessa film’s, directed by Vanwagenen, Sterling"
1992,117,Patriot Games,Action,"Ford, Harrison","Archer, Anne","Noyce, Phillip",28,No,"Patriot Games: a Ford, Harrison and Archer, Anne film’s, directed by Noyce, Phillip"
1992,97,Hunting,Mystery,"Savage, John","Armstrong, Kerry","Howson, Frank",68,No,"Hunting: a Savage, John and Armstrong, Kerry film’s, directed by Howson, Frank"
1992,100,Eighty-Four Charing Cross Road,Drama,"Hopkins, Anthony","Bancroft, Anne","Jones, David",9,No,"Eighty-Four Charing Cross Road: a Hopkins, Anthony and Bancroft, Anne film’s, directed by Jones, David"
1992,101,Cool World,Drama,"Byrne, Gabriel","Basinger, Kim","Bakshi, Ralph",44,No,"Cool World: a Byrne, Gabriel and Basinger, Kim film’s, directed by Bakshi, Ralph"
1992,125,Final Analysis,Drama,"Gere, Richard","Basinger, Kim","Joanou, Phil",50,No,"Final Analysis: a Gere, Richard and Basinger, Kim film’s, directed by Joanou, Phil"
1992,106,Medicine Man,Action,"Connery, Sean","Bracco, Lorraine","McTiernan, John",6,No,"Medicine Man: a Connery, Sean and Bracco, Lorraine film’s, directed by McTiernan, John"
1992,99,Party Girl,Comedy,"Taylor, Robert","Charisse, Cyd","Ray, Nicholas",85,No,"Party Girl: a Taylor, Robert and Charisse, Cyd film’s, directed by Ray, Nicholas"
1992,135,City of Joy,Drama,"Swayze, Patrick","Collins, Pauline","Joffe, Roland",87,No,"City of Joy: a Swayze, Patrick and Collins, Pauline film’s, directed by Joffe, Roland"
1992,60,"America's Music, Gospel",Music,"Phipps, Wentley","Crouch, Sandra","Walton, Kip",13,No,"America's Music, Gospel: a Phipps, Wentley and Crouch, Sandra film’s, directed by Walton, Kip"
1992,90,Beauty & the Beast,Science Fiction,"Marais, Jean","Day, Josette","Cocteau, Jean",14,No,"Beauty & the Beast: a Marais, Jean and Day, Josette film’s, directed by Cocteau, Jean"
1992,86,Hurricane Smith,Action,"Weathers, Carl","Delaney, Cassandra","Budds, Colin",16,No,"Hurricane Smith: a Weathers, Carl and Delaney, Cassandra film’s, directed by Budds, Colin"
1992,85,Double Edge,Drama,"Eban, Abba","Dunaway, Faye","Kollek, Amos",69,No,"Double Edge: a Eban, Abba and Dunaway, Faye film’s, directed by Kollek, Amos"
1992,97,Killer Image.,Mystery,"Ironside, Michael","Errickson, Krista","Winning, David",8,No,"Killer Image.: a Ironside, Michael and Errickson, Krista film’s, directed by Winning, David"
1992,108,Husbands & Wives,Comedy,"Allen, Woody","Farrow, Mia","Allen, Woody",80,No,"Husbands & Wives: a Allen, Woody and Farrow, Mia film’s, directed by Allen, Woody"
1992,90,Diary of a Hitman,Drama,"Whitaker, Forest","Fenn, Sherilyn","London, Roy",67,No,"Diary of a Hitman: a Whitaker, Forest and Fenn, Sherilyn film’s, directed by London, Roy"
